title,address,city,state,zipcode,phone,type
FRESH MARKET THE,12795 SAN JOSE BLVD,JACKSONVILLE,FL,32257,9048807889,Package
WORLD MARKET #200,950 MARSH LANDNG PKWY 205,JAXVILLE BEACH,FL,32250,9045431133,Package
PASADENA RALLY-05800,1080 PASADENA AVE S,SOUTH PASADENA,FL,33707,7273811900,Package
ROLLIN OATS MARKET-07003,2847 9th ST N,ST PETERSBURG,FL,33704,7278216825,Package
ABC LIQUORS #095-08093,14729 N DALE MABRY HWY,TAMPA,FL,33618,8132641881,Package
NORMANS LIQUOR & FINE WINE-16413,5200 CLARK ROAD,SARASOTA,FL,34238,9419269421,Package
JAMIESON'S TOWN & COUNTRY LIQUORS,1125 LAKE SHORE DRIVE,CULVER,IN,46511,5748423772,Package
BLEACHER BAR,82 A LANSDOWNE STREET,BOSTON,MA,02215,16172622424,Package
WINE GALLERY,516 COMMONWEALTH AVE,BOSTON,MA,02215,6172669300,Package
BRADLEY LIQUOR,1252 BOYLSTON ST,BOSTON,MA,02215,6175363407,Package
MUDDY CHARLES,142 MEMORIAL DRIVE,CAMBRIDGE,MA,02142,6172532086,Package
RATTLESNAKE BAR & GRILL,384 BOYLSTON ST,BOSTON,MA,02116,6178598555,Package
SHAWS #583,53 HUNTINGTON AVENUE,BOSTON,MA,02116,6172624688,Package
VOLANTE FARMS,292 FOREST STREET,NEEDHAM,MA,02492,7814442351,Package
SEVEN G'S W.B.,538 RT 6A,W BARNSTABLE,MA,026381143,5083624545,Package
SOUTHWICK PACKAGE INC.,COLLEGE HIGHWAY,SOUTHWICK,MA,01077,4135696228,Package
ALEXANDER WINE & SPCLTIES,246 ELLIOTT ST,BEVERLY,MA,01915,9785247877,Package
KARLS SAUSAGE KITCHEN,1 BOURBON ST,PEABODY,MA,01960,19788546650,Package
WINE & BEER @ THE ANDOVER,350 WINTHROP AVE,N ANDOVER,MA,01845,19786861864,Package
CAFE D'MONGO'S,1439 GRISWOLD,DETROIT,MI,48226,3133032071,Package
KINGMA'S MARKET,2225 PLAINFIELD NE,GRAND RAPIDS,MI,49505,6163637575,Package
BUSCH'S VALU LAND #1035,2240 S MAIN,ANN ARBOR,MI,48103,17349982666,Package
ZETOUNA LIQUOR,3793 ROCHESTER RD,ROCHESTER HILLS,MI,48307,12488535454,Package
DISCOUNT DRINKS,37701 W TWELVE MILE RD,FARMINGTON HILL,MI,48331,12485536666,Package
MANNY LIQUOR-TROY,42951 DEQUINDRE RD,TROY,MI,48098,12488287245,Package
BOONE TRAIL THRIFT MART,3737 BOONE TRAIL,FAYETTEVILLE,NC,283062313,9104253120,Package
WINES AND WARES,1 NORTH MARINE BLVD,JACKSONVILLE,NC,28540,91034773000000000000,Package
CAPE FEAR WINE AND BEER,139 NORTH FRONT STREET,WILMINGTON,NC,28401,91076333770000000000,Package
INGLES-#120 MORGANTON,120 CARBON CITY RD,MORGANTON,NC,28655,82843798480000000000,Package
BOTTLE MIXX,8111 CREEMOOR RD,RALEIGH,NC,27613,91974047090000000000,Package
HYVEE STORE GI #1221,115 WILMER AVE,GRAND ISLAND,NE,68803,3083813678,Package
VIRGINIA'S JEWELS,1300 MAINE AVE SW,WASHINGTON,DC,20024,5440677,Package
FAIRFAX LIQUORS,2219 CONCORD PIKE,WILMINGTON,DE,19803,3026587610,Package
FOUR SEASONS LIQUORS,680 PLAZA DRIVE,NEWARK,DE,19702,3023682137,Package
KROGER 335,4880 LOWER ROSWELL RD,MARIETTA,GA,300680000,7709718801,Package
KROGER 490,805 GLYNN ST SOUTH STE117,FAYETTEVILLE,GA,302150000,7704616880,Package
PUBLIX SUPER MARKET #719,2365 P'TREE ROAD,ATLANTA,GA,303050000,4048696556,Package
GLOBAL BEVERAGE SUPERSTORE,2157 W POINT RD,LAGRANGE,GA,30240,7068837576,Package
MALLOY'S FINEST WINES,1020 MAPLE AVE.,LISLE,IL,60532,6302710707,Package
ANGELS SPIRITS,1000 E. 31ST ST,LAGRANGE PARK,IL,60526,7084824019,Package
Crown Liquors #15,13844 Olivia Way,Fishers,IN,46037,3177749463,Package
Greenfield Liquors,1208 N State St,Greenfield,IN,46140,3174623933,Package
TRI - STATE LIQUORS,15 E POTOMAC ST,BRUNSWICK,MD,217161409,3018349335,Package
CALIFORNIA WINE & SPIRITS,23132 CAMDEN WAY  BLDG 1,CALIFORNIA,MD,20619,3017378808,Package
FISHPAWS,954 RITCHIE HWY,ARNOLD,MD,21012,6477363,Package
HOUSE OF WINE - RED WING,3019 SO SERVICE DR,RED WING,MN,55066,6513885043,Package
WEST LAKE WHSE LIQUOR,239 SW 12TH,FOREST LAKE,MN,55025,6514648115,Package
MIDTOWN LIQU ROCKAWAY,101 WHITE MEADOW LAKE DRIVE,ROCKAWAY,NJ,078660000,6466410650,Package
MARKETPLACE WINE & SPIRIT,647G RTE 18 SOUTH,EAST BRUNSWICK,NJ,088160000,7324329393,Package
AMBLER BEVERAGE EXCHANGE,259 EAST BUTLER PIKE,AMBLER,PA,19002,2674704854,Package
EDGEMONT BEVERAGE,5042-B WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,6103538848,Package
MC KEOWN BEVERAGE CO.,6830 RISING SUN AVE.,PHILADELPHIA,PA,19111,2153426677,Package
PAT DEON-FAIRLESS HILLS,526 S OXFORD VALLEY ROAD,FAIRLESS HILLS,PA,19030,2159456300,Package
PARC,229 SOUTH 18TH STREET,PHILADELPHIA,PA,19103,2155452262,Package
BOOTS LIQUOR,14601 INWOOD RD,ADDISON,TX,75244,2142331593,Package
KROGER #689 (WYDIV),17194 PRESTON,DALLAS,TX,75248,9729315794,Package
RANDALL'S BEVERAGE #3641,3411  CUSTER PKWY,RICHARDSON,TX,75080,9724701360,Package
SUPER TARGET #2142,8900  HWY 121,MCKINNEY,TX,75070,9724393397,Package
RINGO'S CLUB,5865  KINCAID,PLANO,TX,750243647,9723330869,Package
QUICK TREAT,2011  SPRING CREEK W,PLANO,TX,75023,8178087448,Package
JACOB'S SPIRIT,5400 E. 14TH ST,PLANO,TX,75086,2147276181,Package
ALBERTSON'S #4032,3563 ALTON RD,FORT WORTH,TX,75109,8179219000,Package
ALBERTSON'S #4279,0833 ALSBURY BLVD. N.E.,FORT WORTH,TX,76028,8174479106,Package
RANDALL'S BEVERAGE #1972,980 HWY 287 N.,MANSFIELD,TX,76063,8174536770,Package
SPEC'S #127,3200 PIONEER PKWY. W.,DALWORTHINGTON GARDENS,TX,76013,8175420200,Package
SPROUTS FARMERS MARKET #134,2003 MAIN ST. S.,KELLER,TX,76245,8173807024,Package
TWIN LIQUORS #67,1200 LOWES BOULEVARD,KILLEEN,TX,76542,5124428395,Package
TWIN LIQUORS #60,3925 MARKET STREET,BEE CAVE,TX,78738,5124428395,Package
HUISACHE GRILL,303 W. SAN ANTONIO ST.,NEW BRAUNFELS,TX,78130,2106209001,Package
KROGER #383 (EFT),2303 BOONVILLE RD,BRYAN,TX,77808,9797748360,Package
OPA'S SCHNITZEL HAUS,2611 PLAZA PKWY,WICHITA FALLS,TX,76308,9406130611,Package
BOTTLESHOP / HORSESHOE BAY THE,7503 FM 2147 WEST STE 1,HORSESHOE BAY,TX,78657,8305985529,Package
STONEY'S LIQUOR,609 S KEY AVENUE,LAMPASAS,TX,76550,5125671650,Package
QUALITY LICENSING #330,9002 N. NAVARRO,VICTORIA,TX,77904,5125730041,Package
FIESTA MART #18,8130 KIRBY,HOUSTON,TX,77054,7136669260,Package
KROGER #243 (HENPIL),3300 MONTROSE,HOUSTON,TX,77006,7135267865,Package
COST PLUS WORLD MKT #258,1001 W. BAY AREA,WEBSTER,TX,77598,2813161069,Package
GOODY GOODY LIQUOR #41,9805 FM 1960 W BYPASS,HUMBLE,TX,77338,2814460763,Package
SPEC'S LIQUOR #41,23702 WESTHEIMER PKWY S'I,KATY,TX,77494,2813925554,Package
CYPRESS COVE,606 W CYPRESS,SAN ANTONIO,TX,78212,2102272683,Package
WORLD MARKET,742 LOOP 410 NW STE 123,SAN ANTONIO,TX,78216,2105250535,Package
H.E.B. #019 - LYTLE,19337 MC DONALD STREET,LYTLE,TX,78052,8307725021,Package
SPEC'S WINES & SPIR #110,1723 LOOP 1604 NE STE.104,SAN ANTONIO,TX,78232,2102253044,Package
HARRIS TEETER #310,42780 CREEK VIEW PLZ STE,ASHBURN,VA,201474054,5712232248,Package
FOOD DYNASTY,63-76 WOODHAVEN BOULEVARD,FLUSHING,NY,11374,7183268800,Package
TRADE FAIR,30-08 30TH AVENUE,LONG ISLAND CITY,NY,11102,7187289484,Package
SPIRITS UNLIMITED-HOWELL,4071 ROUTE 9 NTH.,HOWELL,NJ,07731,7323635343,Package
OTTS RESTAURANT,656 STOKES RD.,MEDFORD,NJ,08055,6096542700,Package
FREDDY'S LIQ SHOP,570 W CUTHBERT RD,WESTMONT,NJ,08108,8568585000,Package
WHOLE FOODS-CARLISLE,2103 CARLISLE NE,ALBUQUERQUE,NM,87110,5052601366,Package
TOUCAN MARKET,1701-1 E UNIVERSITY,LAS CRUCES,NM,88001,5755873003,Package
QUICKSTOP BEVERAGE      C,126 WEST ROAD,CORTLAND,NY,13045,6077536451,Package
WEGMANS #89,370 ORCHARD PARK RD.,WEST SENECA,NY,14224,7168264000,Package
WEGMANS #25 - PITTSFORD(MONROE),3195 MONROE AVENUE,ROCHESTER,NY,14618,5855866680,Package
VINTAGE ESTATE WINE&BEER,7317 SOUTH AVE.,BOARDMAN,OH,44512,3306298080,Package
NORTH COURT BEVERAGE,998 N. COURT ST.,MEDINA,OH,44256,3307221240,Package
SAM'S MARKET (12201 FRANK,12201 FRANKLIN BLVD.,LAKEWOOD,OH,44107,2162215544,Package
SILVER SPIRITS,1482 N. PORTAGE PATH,AKRON,OH,44313,3308645933,Package
COST PLUS 113 POLARIS,1331 POLARIS PKWY,COLUMBUS,OH,432402039,16144317007,Package
COST PLUS 123 OLENTANGY,1655 OLENTANGY RIVER RD,COLUMBUS,OH,432121452,16142975925,Package
PACE HI CARRYOUT,3179-81-83 N HIGH ST,COLUMBUS,OH,432021137,16142671918,Package
COUNTRY FRESH MARKET,8315 BEECHMOUNT AVE,CHERRY GROVE,OH,45255,15134749167,Package
TRADER JOES 669 KENWOOD,7788 MONTGOMERY RD,KENWOOD,OH,45236,15139843452,Package
MERCERSBURG BEVERAGE,PO BOX 90 237 OREGON ST,MERCERSBURG,PA,17236,7174980130,Package
BREWERS OUTLET RT 30,1948 LINCOLN HWY E,LANCASTER,PA,17602,3971082,Package
SAVE ON BEER II,933 SHERATON DR,MARS,PA,16046,0,Package
HARRIS GRILL,5747 ELLSWORTH ST,PITTSBURGH,PA,15232,0,Package
FOOD PAVILION #775,149 EASY ST,WENATCHEE,WA,98801,5096641891,Package
SENDIK\'S NEW BERLIN,3600 S MOORLAND RD,NEW BERLIN,WI,53151,2626969525,Package
PIGGLY WIGGLY FOX -  OCON 93*,1300 BROWN STREET,OCONOMOWOC,WI,53066,2625678376,Package
FEST LIQ #2726-SUAMICO,2348 LINEVILLE RD,GREEN BAY,WI,54313,9209650042,Package
AMBASSADOR RESTAURANT,126 SHELDEN AVE,HOUGHTON,MI,49931,9064825054,Package
WAREHOUSE LIQUOR STORE,104 W CENTRAL ENTRANCE,DULUTH,MN,55811,2187225611,Package
CHANS WINE WORLD,4424 COMMONS DR E-3,DESTIN,FL,32541,8502692909,Package
BRASS TAP (THE),1515 TOWN CENTER DRIVE,LAKELAND,FL,33803,0,Package
PASSION VINES WINE BAR-SP,265 NEW ROAD,SOMERS POINT,NJ,08244,6099272491,Package
HEB FOOD STORE #449,7811 MCPHERSON,LAREDO,TX,78043,712245956,Package
PUBLIX  75  RICE MINE,4851 RICE MINE RD,TUSCALOOSA,AL,35401,2052477666,Package
PUBLIX #1083,1190 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,2052475044,Package
OLD CHICAGO #2,118 N TEJON ST,COLO SPGS,CO,80903,7196348812,Package
TWO PONDS WINE & SPIRITS,9969 W 80TH AVE,ARVADA,CO,80005,3034243923,Package
VOYAGER LIQUOR,12225 VOYAGER PKWY #9,COLO SPGS,CO,80921,7194955158,Package
JAMBOREE LIQUORS,8290 RAZORBACK RD,COLO SPGS,CO,80920,7192660355,Package
WEST WOODS WINE & SPIRITS,16255 W 64TH AVE,ARVADA,CO,80007,7208980585,Package
WINES OFF WYNKOOP,1610 16TH ST. #D,DENVER,CO,80202,3035711012,Package
POLISHED TAVERN,1512 LARIMER ST. #R35,DENVER,CO,80202,7202807374,Package
CHATEAU LIQUORS,2627 E 2ND AVE,DENVER,CO,80206,3033335426,Package
WATSON'S WINE & SPIRITS,900 LINCOLN,DENVER,CO,80203,3038371366,Package
TOWER LANDING LIQUORS,1155 S TOWER RD # 4,AURORA,CO,80017,7207475868,Package
AMERICAN LIQUORS,1333 W ALAMEDA,DENVER,CO,80223,3037777837,Package
EAGLE RANCH WINE & SPIRITS,1143 CAPITAL ST # 3,EAGLE,CO,81631,9703282675,Package
MOUNTAIN DEW LIQUORS,182 S ST VRAIN AVE,ESTES PARK,CO,80517,9705863329,Package
EVERGREEN MOUNTAIN LIQUOR,5071 HWY 73,EVERGREEN,CO,80439,3036700452,Package
QUINCY LIQUOR,19330 E QUINCY AV # D,AURORA,CO,80015,3034003475,Package
LIBATIONS WINE & SPIRITS,16350 EAST ARAPAHOE RD,AURORA,CO,80016,3037660575,Package
JACKALOPE LIQUORS,404 JURASSIC AVE UNITB,FRUITA,CO,81521,9708582071,Package
CENTER TOWN LIQUORS,136 S. MESA,FRUITA,CO,81521,9708587901,Package
SADDLEROCK LIQUOR,20941 E. SMOKEY HILL,AURORA,CO,80015,3037661175,Package
GUZZLER LTD,0073D SIPPRELLE DR.,BATTLEMENT MESA,CO,81636,9702855699,Package
GREEN MOUNTAIN LIQUOR,12611 W ALAMEDA,LAKEWOOD,CO,80228,3039854770,Package
LASALLE CLASSIC LIQUOR,536 N. 2ND,LA SALLE,CO,80645,9702845767,Package
EARLS RESTAURANT,8335 PARK MEADOWS DR.,LITTLETON,CO,80124,3037923275,Package
BOULDER BEER & LIQUOR EMPORIUM,4700 TABLE MESA DR.,BOULDER,CO,80303,3034992600,Package
R & R LIQUOR,1845 MAIN ST,COLO SPGS,CO,80911,7193910443,Package
OLD CHICAGO #9,3909 120TH AVE.,THORNTON,CO,80233,3032809210,Package
OLD CHICAGO #52,1280 E 1ST AVE,BROOMFIELD,CO,80020,3034665834,Package
CANTINA LIQUORS,8310 6TH STREET #4,WELLINGTON,CO,80549,9705689596,Package
ANTLERS LIQUORS,102 S 6TH ST BOX 143,WESTCLIFFE,CO,81252,7197832426,Package
PERRY POINT LIQUOR,325 MILLER CT.,CASTLEROCK,CO,80104,3036884933,Package
RESEARCH WINE AND LIQUOR CORP,5490 POWERS CENTER POINT  #100,COLO SPGS,CO,80920,7192828105,Package
KAREN HAXTON'S KENT LIQUOR CO,2334 WEST SHORE RD.,WARWICK,RI,028890000,4017398030,Package
VICKERS LIQUOR,274 BELLEVUE AVENUE,NEWPORT,RI,028400000,4018470123,Package
BROUDYS LIQUORS #6,5000 US 17 UNIT 1 & 2,ORANGE PARK,FL,32003,9042697029,Package
WORLD MARKET #241,11112-15 SAN JOSE BLVD,JACKSONVILLE,FL,32223,9042603039,Package
VEGAS SHOWGIRLS-07083,10570 GANDY BLVD N,ST PETERSBURG,FL,33702,7276440956,Package
RESTAURANT EDELWEISS-13068,611 MANATEE AVE E,BRADENTON,FL,34208,9415382596,Package
CAPE LIQUORS-43445,1616 W CAPE CORAL PKWY,CAPE CORAL,FL,33914,2395415447,Package
TRADER JOES #762- 44941,10600 TAMAIAMI TRAIL NORTH,NAPLES,FL,34108,6265992838,Package
HY-VEE,4125 SHERIDAN RD,PEORIA,IL,61614,3096865920,Package
GERMANFEST BEER TENT,P.O. BOX 10971,FORT WAYNE,IN,46855,2604660127,Package
VINE GROVE LIQUORS,416 HIGHLAND AVE.,VINE GROVE,KY,40175,2708770884,Package
AUSTIN LIQUORS- SHREWSBRY,50 BOSTON TURNPIKE,SHREWSBURY,MA,01545,5087558100,Package
WAYSIDE INN,76 WAYSIDE INN ROAD,SUDBURY,MA,01776,9784438846,Package
WINE GALLERY,400 WASHINGTON ST. B,BROOKLINE,MA,02446,6172775522,Package
LIQUOR LAND,1033 MASSACHUSETTS AVE,BOSTON,MA,02118,6174450560,Package
WINE EMPORIUM,607 TREMONT ST,BOSTON,MA,02118,6172620379,Package
GILES,137 MASSACHUSETTS AVE,ARLINGTON,MA,02474,17816463500,Package
DEUXAVE,61 MASSACHUSETTS AVE.,BOSTON,MA,02115,6175175915,Package
WALGREEN'S #15390,WASHINGTON & SCHOOL,BOSTON,MA,02108,0,Package
GORDON'S BOTTLED,51 WATERTOWN STREET,WATERTOWN,MA,02472,6179261119,Package
BRADFORD PKG STORE,230 SANDWICH ST,PLYMOUTH,MA,023602151,5087461298,Package
HARBORSIDE TRIANGLE LIQ,STATE RD,EDGARTOWN,MA,02539,5086274557,Package
PAPA JOES,6900 ROCHESTER RD,ROCHESTER HILLS,MI,48306,12488536263,Package
PINE KNOB WINE SHOPPE,5726 MAYBEE RD,CLARKSTON,MI,48346,12486252070,Package
TRADER JOE'S #675,6536 TELEGRAPH RD,BLOOMFIELD HILL,MI,48303,12488552283,Package
HY-VEE 1027 AUSTIN W & S,1001 18 AVE NW,AUSTIN,MN,55912,5074377625,Package
A TASTE OF EUROPE,6829 FILLYAW RD,FAYETTEVILLE,NC,28304,9108678600,Package
HARRIS TEETER 033    FRAN KING,701 FRANCIS KING STREET,GREENSBORO,NC,274100000,3368568140,Package
WORLD MARKET-#159 MATTHEW,10530 NE PARKWAY,MATTHEWS,NC,28105,70484920040000000000,Package
WORLD MARKET-#129 S BLVD,9557 SOUTH BLVD,CHARLOTTE,NC,28273,70455416920000000000,Package
WORLD MARKET-#249 RALEIGH,5900 POYNER LANE,RALEIGH,NC,27616,91995448330000000000,Package
WHOLE FOODS-SOUTH PARK,6610 FAIRVIEW ROAD,CHARLOTTE,NC,28210,0,Package
BREEZE THRU,40374 HWY 12,AVON,NC,27915,25299533470000000000,Package
HOTPOINT DELI,1718 WALNUT STREET,CARY,NC,27511,91946062990000000000,Package
WALMART-#3864 JACKSONVILLE,561 YOPP ROAD,JACKSONVILLE,NC,28540,91034618890000000000,Package
RUSS'S MARKET #21,1550 SO CODDINGTON,LINCOLN,NE,68522,14024776236,Package
TOSCA RESTAURANT,1112 F STREET N W,WASHINGTON,DC,20004,3671990,Package
BARMY WINE & LIQUORS,1912 L ST NW,WASHINGTON,DC,20036,8338730,Package
TRADER JOE'S # 653/OK FINTECH,2425 L ST N W,WASHINGTON,DC,20037,2961921,Package
BANDOLERO,3241 M ST N W,WASHINGTON,DC,20007,6254488,Package
SHERRY'S WINE SPIRITS,2627 CONN AVE NW,WASHINGTON,DC,20008,2349200,Package
MARKET OF COLUMBIA PLAZA,516 23RD ST N W,WASHINGTON,DC,20037,2233517,Package
UNION WINE&LIQ-C/S CK ADDRESS,50 MASS AVE NE UN STA,WASHINGTON,DC,20002,7890008,Package
AMER DISC LIQUORS,250 GATEWAY BLVD,DOVER,DE,19901,13025312337,Package
FAIRFIELD LIQUORS,407 NEW LONDON ROAD,NEWARK,DE,19711,3027314170,Package
S & N PACKAGE STORE,2595 LAWRENCEVILLE HY,DECATUR,GA,300330000,7702705666,Package
BEV MAXX,350 S FAIRGROUND ST,MARIETTA,GA,300600000,7702181447,Package
SEVEN SEAS BOTTLE SHOP,4121 AUSTELL POWDER SPRINGS RD,POWDER SPRINGS,GA,301270000,7709431948,Package
WHOLE FOODS MARKET,1311 JOHNSON FERRY STE 580,MARIETTA,GA,300680000,6789969700,Package
LIQUOR MART,541 HIGHWAY 53 E,CALHOUN,GA,307010000,0,Package
THE POINTE,939 RAILROAD ST,CONYERS,GA,300120000,4043880964,Package
WHOLE FOODS MKT (VIN#9234),2111 BRIARCLIFF ROAD NE,ATLANTA,GA,303290000,4046347800,Package
KROGER 459,501 DEKALB IND WAY,DECATUR,GA,300330000,4042945311,Package
KROGER 491  (CHEROKEE PLAZA),3871 PEACHTREE RD,BROOKHAVEN,GA,303380000,4042400808,Package
CAPITAL CITY PACKAGE STORE,784 COLLIER RD,ATLANTA,GA,303180000,4043517579,Package
TREASURE ISLAND FOODS #28,1526 E 55TH ST,CHICAGO,IL,60615,7733586400,Package
JEWEL FOOD STORES #3102,234 E. VETERANS PKWY,YORKVILLE,IL,60560,6305531617,Package
HY VEE WINE & SPIRITS,1600 E JACKSON,MACOMB,IL,61455,3098379917,Package
OTIS & LEE,1026 WAUKEGAN RD,NORTHBROOK,IL,60062,8472721600,Package
Bazbeaux,111 W Main St Suite 155,Carmel,IN,46032,3174416898,Package
Chatham Tap - Indianapolis,719 E Massachusetts Ave,Indianapolis,IN,46204,3179178425,Package
Liquor Locker - Weinbach Ave  Evans,300 N Weinbach Ave,Evansville,IN,47711,8124796111,Package
Vintage Spirits #2,20821 Hague Rd,Noblesville,IN,46060,3177735348,Package
Payless Liquor #9,9520 Uptown Dr  G,Indianapolis,IN,46256,3175709851,Package
B C Roosters,1601 Greentree Blvd,Clarksville,IN,47129,18125903391,Package
SUNSHINE  LIQUORS,701 MOTTER AVE,FREDERICK,MD,217014512,3016627033,Package
ANITAS LIQUORS,1502 S MAIN ST,MT. AIRY,MD,217715325,3018294121,Package
URBANA LIQUORS,3540 SUGARLOAF PKWY,FREDERICK,MD,217047912,3018741148,Package
GRAULS WINE SHOP,7703 BELLONA AV,BALTIMORE,MD,21204,4108233500,Package
RACER'S CAFE,7732 HARFORD RD,PARKVILLE,MD,21234,4106656000,Package
LIQUOR PUMP,8535 OLDHARFORD,BALTIMORE,MD,21234,6681820,Package
NICK'S OF CALVERT,930 COSTLEY WAY,PRINCE FREDERICK,MD,20678,4104147105,Package
OWEN BROWN LIQS.,7180-A CRADLEROCK WAY,COLUMBIA,MD,21045,3811855,Package
LIQUOR DEPOT-LORETTO,4355 HIGHWAY 55,LORETTO,MN,55357,7634791696,Package
BUFFALO WINE & SPIRITS #2,122 1ST STREET SOUTH,BUFFALO,MN,55313,7636821138,Package
BROOKLYN PARK LIQ. BARREL,8520 EDINBURGH CTR DRIVE,BROOKLYN PARK,MN,55443,7633153979,Package
FORMERLY RAMALY LIQ,666 GRAND AVE,ST. PAUL,MN,55105,6512276563,Package
LIQUOR BARREL-7TH ST,665 W SEVENTH ST,ST. PAUL,MN,55102,6512226811,Package
CENTURY LIQUORS,4355 PHEASANT RIDGE DR NE,BLAINE,MN,55449,7637830183,Package
CHUCHAO LIQUOR,700W COUNTY RD B,ROSEVILLE,MN,55113,6514881070,Package
TOWER GLEN LIQ,2216 W CTY RD D,ROSEVILLE,MN,55112,6516390122,Package
PERRIER WINES & LIQUORS,7700 W OLD SHAKOPEE RD,BLOOMINGTON,MN,55437,9528266442,Package
BLACK DIAMOND LIQUOR,525 DIFFLEY ROAD,EAGAN,MN,55123,6512940990,Package
GRAVES 601 HOTEL - MPLS,601 FIRST AVENUE NORTH,MINNEAPOLIS,MN,55403,6123121122,Package
SMITH  LIQUOR,977 SO SMITH AVE,WEST ST. PAUL,MN,55118,6514574567,Package
LIBERTY VILLAGE WINES,105 NEW ENGLAND PLACE,STILLWATER,MN,55082,6514393022,Package
SUPER WINE & SPIRITS,99 RIDGEDALE AVE.,CEDAR KNOLLS,NJ,079270000,9732671999,Package
ED'S LIQUORS,288 SPOTSWOOD-ENGLISHTOWN RD,MONROE TWP,NJ,088310000,7322513733,Package
MONROE WINE & SPIRITS,1600 PERRINEVILLE RD,MONROE TWP,NJ,088310000,6093950233,Package
WINE GALLERY,24 SUMMERFIELD BLVD SUITE 205,DAYTON,NJ,08810,7322740036,Package
SHOP RITE LIQUORS,40 ROUTE 22,CLINTON,NJ,088090000,9087357205,Package
ALL NIGHT DELI,811 EASTON ROAD,WILLOW GROVE,PA,19090,2156573710,Package
AUDUBON BEVERAGE,2864 AUDOBON VILLAGE DR.,AUDOBON,PA,19403,6106660175,Package
GIANT FOOD-WEST CHESTER,1393 DILLWORTHTOWN CROSIN,WEST CHESTER,PA,19382,6104312351,Package
GULLIFTY'S,1149 LANCASTER AVE,ROSEMONT,PA,19010,6105251851,Package
HARLEYSVILLE BEVERAGE,337 MAIN STREET,HARLEYSVILLE,PA,19438,2152569699,Package
WHITEMARSH BEVERAGE,425 GERMANTOWN PIKE,LAFAYETTE HILL,PA,19444,6108281907,Package
MC CLOSKEY'S BAR,17 CRICKET AVE.,ARDMORE,PA,19003,6106429280,Package
NESHAMINY VALLEY BEER,2323 NESHAMINY BLD STR 1,BENSALEM,PA,19020,2157522301,Package
O'NEAL'S,611 SO. 3RD ST.,PHILADELPHIA,PA,19147,2155749495,Package
THE POPE,1501-03 E. PASSYUNK AVE,PHILADELPHIA,PA,19147,2157555125,Package
PK'S FINE WINES & SPIRITS,9221  MIDWAY,DALLAS,TX,75220,2143584792,Package
GINGERMAN,2718  BOLL,DALLAS,TX,75016,2147548771,Package
ALBERTSON'S #4278,4126  CARRIER,GRAND PRAIRIE,TX,75052,2149269334,Package
ALBERTSON'S #4140,7007  ARAPAHO RD,DALLAS,TX,75248,9723878996,Package
ALBERTSON'S #4289,320   CASA LINDA,DALLAS,TX,75218,2143197919,Package
OASIS LIQUOR #11,528  CENTENNIAL,RICHARDSON,TX,75081,9727059800,Package
ALBERTSON'S #4197,8505 LAKEVIEW PKWY,ROWLETT,TX,75088,9724751215,Package
ALBERTSON'S #4231,215 CARRIER PKWY N,GRAND PRAIRIE,TX,75050,2147143247,Package
COST PLUS WORLD MARKET # 102,5500  GREENVILLE #300,DALLAS,TX,752062900,2143785370,Package
RICHARDSON BEER & WINE,515   CAMPBELL W,RICHARDSON,TX,750803374,2489612047,Package
COOL STAR BEVERAGE,700   MACARTHUR N,IRVING,TX,750617324,2245969515,Package
SHERI'S BEER AND WINE,2347  OATES,DALLAS,TX,75228,2143245435,Package
SPROUTS FARMERS MARKET #105,5190  PRESTON,FRISCO,TX,75034,9724645776,Package
THE PUB,204   VIRGINIA W,MCKINNEY,TX,750694425,2148688666,Package
TRADER JOE'S #402,2400  PRESTON RD N,PLANO,TX,75093,0,Package
EMPIRE CONVENIENCE STORE,3201  ALMA,PLANO,TX,75075,9724220368,Package
ALBERTSON'S #4150,6308 LAKE WORTH BLVD.,LAKE WORTH,TX,76135,8172378124,Package
LIQ-O-RAMA #3,6738 LAKE WORTH BLVD.,FORT WORTH,TX,76135,6822869800,Package
HOLIDAY LIQUOR DEPOT,6520 RANDOL MILL RD.,FORT WORTH,TX,76107,8174577545,Package
J J'S FASTSTOP,7401 BAKER,RICHLAND HILLS,TX,76109,8172844664,Package
LIQ-O-RAMA #2,1228 BLUE MOUND RD. S.,SAGINAW,TX,76140,6822869800,Package
SUBLETT SHELL,4810 SUBLETT,ARLINGTON,TX,76017,8172173559,Package
SPEC'S #116,2341 HWY. 377,WESTLAKE,TX,76262,8174909072,Package
TONY'S ITALIAN KITCHEN CLUB,6106 S WESLEY ST,GREENVILLE,TX,75402,9034552225,Package
KROGER #824,1820 LOY LAKE,SHERMAN,TX,75090,9038936788,Package
GRAPEVINE  THE,1612 HUNTER ROAD,NEW BRAUNFELS,TX,78130,8306060093,Package
SLICK WILLIE'S FAMILY POOL HAL,8440 BURNET ROAD,AUSTIN,TX,78757,5122060771,Package
DEUTSHEN FEST,575 CITY PARK ROAD,PFLUGERVILLE,TX,78660,0,Package
LAKELINE XPRESS MART,2004 N LAKELINE BLVD,CEDAR PARK,TX,78613,5122599700,Package
CYPRESS GRILL,4404 WILLIAM CANNON STE L,AUSTIN,TX,78749,5123587474,Package
HEB #487,4500 FM 2338,GEORGETOWN,TX,78628,2109388269,Package
